Protein	Organism_Name	Length	Host	Tissue_Specimen_Source	Geo_Location	Species
E2	Human papillomavirus type 16	365	Homo sapiens			Alphapapillomavirus 9
E4	Human papillomavirus type 16	95	Homo sapiens			Alphapapillomavirus 9
E5	Human papillomavirus type 16	83	Homo sapiens			Alphapapillomavirus 9
L2	Human papillomavirus type 16	473	Homo sapiens			Alphapapillomavirus 9
L1	Human papillomavirus type 16	505	Homo sapiens			Alphapapillomavirus 9
E6	Human papillomavirus type 16	151	Homo sapiens			Alphapapillomavirus 9
E7	Human papillomavirus type 16	98	Homo sapiens			Alphapapillomavirus 9
E1	Human papillomavirus type 16	649	Homo sapiens			Alphapapillomavirus 9
E2	Human papillomavirus type 16	365	Homo sapiens			Alphapapillomavirus 9
E4	Human papillomavirus type 16	95	Homo sapiens			Alphapapillomavirus 9
E5	Human papillomavirus type 16	83	Homo sapiens			Alphapapillomavirus 9
L2	Human papillomavirus type 16	473	Homo sapiens			Alphapapillomavirus 9
L1	Human papillomavirus type 16	505	Homo sapiens			Alphapapillomavirus 9
E6	Human papillomavirus type 16	151	Homo sapiens			Alphapapillomavirus 9
E7	Human papillomavirus type 16	98	Homo sapiens			Alphapapillomavirus 9
E1	Human papillomavirus type 16	649	Homo sapiens			Alphapapillomavirus 9
E2	Human papillomavirus type 16	365	Homo sapiens			Alphapapillomavirus 9
E4	Human papillomavirus type 16	95	Homo sapiens			Alphapapillomavirus 9
E5	Human papillomavirus type 16	83	Homo sapiens			Alphapapillomavirus 9
L2	Human papillomavirus type 16	473	Homo sapiens			Alphapapillomavirus 9
L1	Human papillomavirus type 16	505	Homo sapiens			Alphapapillomavirus 9
E6	Human papillomavirus type 16	151	Homo sapiens			Alphapapillomavirus 9
E7	Human papillomavirus type 16	98	Homo sapiens			Alphapapillomavirus 9
E1	Human papillomavirus type 16	649	Homo sapiens			Alphapapillomavirus 9
E2	Human papillomavirus type 16	365	Homo sapiens			Alphapapillomavirus 9
E4	Human papillomavirus type 16	95	Homo sapiens			Alphapapillomavirus 9
E5	Human papillomavirus type 16	83	Homo sapiens			Alphapapillomavirus 9
L2	Human papillomavirus type 16	473	Homo sapiens			Alphapapillomavirus 9
L1	Human papillomavirus type 16	505	Homo sapiens			Alphapapillomavirus 9
E6	Human papillomavirus type 16	151	Homo sapiens			Alphapapillomavirus 9
E7	Human papillomavirus type 16	98	Homo sapiens			Alphapapillomavirus 9
E1	Human papillomavirus type 16	649	Homo sapiens			Alphapapillomavirus 9
E2	Human papillomavirus type 16	365	Homo sapiens			Alphapapillomavirus 9
E4	Human papillomavirus type 16	95	Homo sapiens			Alphapapillomavirus 9
E5	Human papillomavirus type 16	83	Homo sapiens			Alphapapillomavirus 9
L2	Human papillomavirus type 16	473	Homo sapiens			Alphapapillomavirus 9
L1	Human papillomavirus type 16	505	Homo sapiens			Alphapapillomavirus 9
E6	Human papillomavirus type 16	151	Homo sapiens			Alphapapillomavirus 9
E7	Human papillomavirus type 16	98	Homo sapiens			Alphapapillomavirus 9
E1	Human papillomavirus type 16	649	Homo sapiens			Alphapapillomavirus 9
E2	Human papillomavirus type 16	365	Homo sapiens			Alphapapillomavirus 9
E4	Human papillomavirus type 16	95	Homo sapiens			Alphapapillomavirus 9
E5	Human papillomavirus type 16	83	Homo sapiens			Alphapapillomavirus 9
L2	Human papillomavirus type 16	473	Homo sapiens			Alphapapillomavirus 9
L1	Human papillomavirus type 16	505	Homo sapiens			Alphapapillomavirus 9
E6	Human papillomavirus type 16	151	Homo sapiens			Alphapapillomavirus 9
E7	Human papillomavirus type 16	98	Homo sapiens			Alphapapillomavirus 9
E1	Human papillomavirus type 16	649	Homo sapiens			Alphapapillomavirus 9
E2	Human papillomavirus type 16	365	Homo sapiens			Alphapapillomavirus 9
E4	Human papillomavirus type 16	95	Homo sapiens			Alphapapillomavirus 9
E5	Human papillomavirus type 16	83	Homo sapiens			Alphapapillomavirus 9
L2	Human papillomavirus type 16	473	Homo sapiens			Alphapapillomavirus 9
L1	Human papillomavirus type 16	505	Homo sapiens			Alphapapillomavirus 9
E6	Human papillomavirus type 16	151	Homo sapiens			Alphapapillomavirus 9
E7	Human papillomavirus type 16	98	Homo sapiens			Alphapapillomavirus 9
E1	Human papillomavirus type 16	649	Homo sapiens			Alphapapillomavirus 9
E2	Human papillomavirus type 16	365	Homo sapiens			Alphapapillomavirus 9
E4	Human papillomavirus type 16	95	Homo sapiens			Alphapapillomavirus 9
E5	Human papillomavirus type 16	83	Homo sapiens			Alphapapillomavirus 9
L2	Human papillomavirus type 16	473	Homo sapiens			Alphapapillomavirus 9
L1	Human papillomavirus type 16	505	Homo sapiens			Alphapapillomavirus 9
E6	Human papillomavirus type 16	151	Homo sapiens			Alphapapillomavirus 9
E7	Human papillomavirus type 16	98	Homo sapiens			Alphapapillomavirus 9
E1	Human papillomavirus type 16	649	Homo sapiens			Alphapapillomavirus 9
E2	Human papillomavirus type 16	365	Homo sapiens			Alphapapillomavirus 9
E4	Human papillomavirus type 16	95	Homo sapiens			Alphapapillomavirus 9
E5	Human papillomavirus type 16	83	Homo sapiens			Alphapapillomavirus 9
L2	Human papillomavirus type 16	473	Homo sapiens			Alphapapillomavirus 9
L1	Human papillomavirus type 16	505	Homo sapiens			Alphapapillomavirus 9
E6	Human papillomavirus type 16	151	Homo sapiens			Alphapapillomavirus 9
E7	Human papillomavirus type 16	98	Homo sapiens			Alphapapillomavirus 9
E1	Human papillomavirus type 16	649	Homo sapiens			Alphapapillomavirus 9
E2	Human papillomavirus type 16	335	Homo sapiens			Alphapapillomavirus 9
E5	Human papillomavirus type 16	83	Homo sapiens			Alphapapillomavirus 9
L2	Human papillomavirus type 16	474	Homo sapiens			Alphapapillomavirus 9
L1	Human papillomavirus type 16	505	Homo sapiens			Alphapapillomavirus 9
E6	Human papillomavirus type 16	151	Homo sapiens			Alphapapillomavirus 9
E7	Human papillomavirus type 16	98	Homo sapiens			Alphapapillomavirus 9
E1	Human papillomavirus type 16	649	Homo sapiens			Alphapapillomavirus 9
E2	Human papillomavirus type 16	365	Homo sapiens			Alphapapillomavirus 9
E4	Human papillomavirus type 16	95	Homo sapiens			Alphapapillomavirus 9
E5	Human papillomavirus type 16	83	Homo sapiens			Alphapapillomavirus 9
L2	Human papillomavirus type 16	473	Homo sapiens			Alphapapillomavirus 9
L1	Human papillomavirus type 16	505	Homo sapiens			Alphapapillomavirus 9
E6	Human papillomavirus type 16	151	Homo sapiens			Alphapapillomavirus 9
E7	Human papillomavirus type 16	98	Homo sapiens			Alphapapillomavirus 9
E1	Human papillomavirus type 16	649	Homo sapiens			Alphapapillomavirus 9
E2	Human papillomavirus type 16	365	Homo sapiens			Alphapapillomavirus 9
E4	Human papillomavirus type 16	95	Homo sapiens			Alphapapillomavirus 9
E5	Human papillomavirus type 16	83	Homo sapiens			Alphapapillomavirus 9
L2	Human papillomavirus type 16	473	Homo sapiens			Alphapapillomavirus 9
L1	Human papillomavirus type 16	505	Homo sapiens			Alphapapillomavirus 9
E6	Human papillomavirus type 16	151	Homo sapiens			Alphapapillomavirus 9
E7	Human papillomavirus type 16	98	Homo sapiens			Alphapapillomavirus 9
E1	Human papillomavirus type 16	649	Homo sapiens			Alphapapillomavirus 9
E2	Human papillomavirus type 16	365	Homo sapiens			Alphapapillomavirus 9
E4	Human papillomavirus type 16	95	Homo sapiens			Alphapapillomavirus 9
E5	Human papillomavirus type 16	83	Homo sapiens			Alphapapillomavirus 9
L2	Human papillomavirus type 16	473	Homo sapiens			Alphapapillomavirus 9
L1	Human papillomavirus type 16	505	Homo sapiens			Alphapapillomavirus 9
E6	Human papillomavirus type 16	151	Homo sapiens			Alphapapillomavirus 9
E7	Human papillomavirus type 16	98	Homo sapiens			Alphapapillomavirus 9
E1	Human papillomavirus type 16	649	Homo sapiens			Alphapapillomavirus 9
E2	Human papillomavirus type 16	365	Homo sapiens			Alphapapillomavirus 9
E4	Human papillomavirus type 16	95	Homo sapiens			Alphapapillomavirus 9
E5	Human papillomavirus type 16	83	Homo sapiens			Alphapapillomavirus 9
L2	Human papillomavirus type 16	473	Homo sapiens			Alphapapillomavirus 9
L1	Human papillomavirus type 16	505	Homo sapiens			Alphapapillomavirus 9
E6	Human papillomavirus type 16	151	Homo sapiens			Alphapapillomavirus 9
E7	Human papillomavirus type 16	98	Homo sapiens			Alphapapillomavirus 9
E1	Human papillomavirus type 16	649	Homo sapiens			Alphapapillomavirus 9
E2	Human papillomavirus type 16	365	Homo sapiens			Alphapapillomavirus 9
E4	Human papillomavirus type 16	95	Homo sapiens			Alphapapillomavirus 9
E5	Human papillomavirus type 16	83	Homo sapiens			Alphapapillomavirus 9
L2	Human papillomavirus type 16	473	Homo sapiens			Alphapapillomavirus 9
L1	Human papillomavirus type 16	505	Homo sapiens			Alphapapillomavirus 9
E6	Human papillomavirus type 16	151	Homo sapiens			Alphapapillomavirus 9
E7	Human papillomavirus type 16	98	Homo sapiens			Alphapapillomavirus 9
E1	Human papillomavirus type 16	649	Homo sapiens			Alphapapillomavirus 9
E2	Human papillomavirus type 16	365	Homo sapiens			Alphapapillomavirus 9
E4	Human papillomavirus type 16	95	Homo sapiens			Alphapapillomavirus 9
E5	Human papillomavirus type 16	83	Homo sapiens			Alphapapillomavirus 9
L2	Human papillomavirus type 16	473	Homo sapiens			Alphapapillomavirus 9
L1	Human papillomavirus type 16	505	Homo sapiens			Alphapapillomavirus 9
E6	Human papillomavirus type 16	151	Homo sapiens			Alphapapillomavirus 9
E7	Human papillomavirus type 16	98	Homo sapiens			Alphapapillomavirus 9
E1	Human papillomavirus type 16	649	Homo sapiens			Alphapapillomavirus 9
E2	Human papillomavirus type 16	365	Homo sapiens			Alphapapillomavirus 9
E4	Human papillomavirus type 16	95	Homo sapiens			Alphapapillomavirus 9
E5	Human papillomavirus type 16	83	Homo sapiens			Alphapapillomavirus 9
L2	Human papillomavirus type 16	473	Homo sapiens			Alphapapillomavirus 9
L1	Human papillomavirus type 16	505	Homo sapiens			Alphapapillomavirus 9
E6	Human papillomavirus type 16	151	Homo sapiens			Alphapapillomavirus 9
E7	Human papillomavirus type 16	98	Homo sapiens			Alphapapillomavirus 9
E1	Human papillomavirus type 16	649	Homo sapiens			Alphapapillomavirus 9
E2	Human papillomavirus type 16	365	Homo sapiens			Alphapapillomavirus 9
E4	Human papillomavirus type 16	95	Homo sapiens			Alphapapillomavirus 9
E5	Human papillomavirus type 16	83	Homo sapiens			Alphapapillomavirus 9
L2	Human papillomavirus type 16	473	Homo sapiens			Alphapapillomavirus 9
L1	Human papillomavirus type 16	505	Homo sapiens			Alphapapillomavirus 9
E6	Human papillomavirus type 16	151	Homo sapiens			Alphapapillomavirus 9
E7	Human papillomavirus type 16	98	Homo sapiens			Alphapapillomavirus 9
E1	Human papillomavirus type 16	649	Homo sapiens			Alphapapillomavirus 9
E2	Human papillomavirus type 16	365	Homo sapiens			Alphapapillomavirus 9
E4	Human papillomavirus type 16	95	Homo sapiens			Alphapapillomavirus 9
E5	Human papillomavirus type 16	83	Homo sapiens			Alphapapillomavirus 9
L2	Human papillomavirus type 16	473	Homo sapiens			Alphapapillomavirus 9
L1	Human papillomavirus type 16	505	Homo sapiens			Alphapapillomavirus 9
E6	Human papillomavirus type 16	151	Homo sapiens			Alphapapillomavirus 9
E7	Human papillomavirus type 16	98	Homo sapiens			Alphapapillomavirus 9
E1	Human papillomavirus type 16	649	Homo sapiens			Alphapapillomavirus 9
E2	Human papillomavirus type 16	365	Homo sapiens			Alphapapillomavirus 9
E4	Human papillomavirus type 16	95	Homo sapiens			Alphapapillomavirus 9
E5	Human papillomavirus type 16	83	Homo sapiens			Alphapapillomavirus 9
L2	Human papillomavirus type 16	473	Homo sapiens			Alphapapillomavirus 9
L1	Human papillomavirus type 16	505	Homo sapiens			Alphapapillomavirus 9
E6	Human papillomavirus type 16	151	Homo sapiens			Alphapapillomavirus 9
E7	Human papillomavirus type 16	98	Homo sapiens			Alphapapillomavirus 9
E1	Human papillomavirus type 16	649	Homo sapiens			Alphapapillomavirus 9
E2	Human papillomavirus type 16	365	Homo sapiens			Alphapapillomavirus 9
E4	Human papillomavirus type 16	95	Homo sapiens			Alphapapillomavirus 9
E5	Human papillomavirus type 16	83	Homo sapiens			Alphapapillomavirus 9
L2	Human papillomavirus type 16	473	Homo sapiens			Alphapapillomavirus 9
L1	Human papillomavirus type 16	505	Homo sapiens			Alphapapillomavirus 9
E6	Human papillomavirus type 16	151	Homo sapiens			Alphapapillomavirus 9
E7	Human papillomavirus type 16	98	Homo sapiens			Alphapapillomavirus 9
E1	Human papillomavirus type 16	649	Homo sapiens			Alphapapillomavirus 9
E2	Human papillomavirus type 16	365	Homo sapiens			Alphapapillomavirus 9
E4	Human papillomavirus type 16	95	Homo sapiens			Alphapapillomavirus 9
E5	Human papillomavirus type 16	83	Homo sapiens			Alphapapillomavirus 9
L2	Human papillomavirus type 16	473	Homo sapiens			Alphapapillomavirus 9
L1	Human papillomavirus type 16	505	Homo sapiens			Alphapapillomavirus 9
E6	Human papillomavirus type 16	151	Homo sapiens			Alphapapillomavirus 9
E7	Human papillomavirus type 16	98	Homo sapiens			Alphapapillomavirus 9
E1	Human papillomavirus type 16	649	Homo sapiens			Alphapapillomavirus 9
E2	Human papillomavirus type 16	365	Homo sapiens			Alphapapillomavirus 9
E4	Human papillomavirus type 16	95	Homo sapiens			Alphapapillomavirus 9
E5	Human papillomavirus type 16	83	Homo sapiens			Alphapapillomavirus 9
L2	Human papillomavirus type 16	473	Homo sapiens			Alphapapillomavirus 9
L1	Human papillomavirus type 16	505	Homo sapiens			Alphapapillomavirus 9
E6	Human papillomavirus type 16	151	Homo sapiens			Alphapapillomavirus 9
E7	Human papillomavirus type 16	98	Homo sapiens			Alphapapillomavirus 9
E1	Human papillomavirus type 16	649	Homo sapiens			Alphapapillomavirus 9
E2	Human papillomavirus type 16	365	Homo sapiens			Alphapapillomavirus 9
E4	Human papillomavirus type 16	95	Homo sapiens			Alphapapillomavirus 9
E5	Human papillomavirus type 16	83	Homo sapiens			Alphapapillomavirus 9
L2	Human papillomavirus type 16	473	Homo sapiens			Alphapapillomavirus 9
L1	Human papillomavirus type 16	505	Homo sapiens			Alphapapillomavirus 9
E6	Human papillomavirus type 16	151	Homo sapiens			Alphapapillomavirus 9
E7	Human papillomavirus type 16	98	Homo sapiens			Alphapapillomavirus 9
E1	Human papillomavirus type 16	649	Homo sapiens			Alphapapillomavirus 9
E2	Human papillomavirus type 16	365	Homo sapiens			Alphapapillomavirus 9
E4	Human papillomavirus type 16	95	Homo sapiens			Alphapapillomavirus 9
E5	Human papillomavirus type 16	83	Homo sapiens			Alphapapillomavirus 9
L2	Human papillomavirus type 16	473	Homo sapiens			Alphapapillomavirus 9
L1	Human papillomavirus type 16	505	Homo sapiens			Alphapapillomavirus 9
E6	Human papillomavirus type 16	151	Homo sapiens			Alphapapillomavirus 9
E7	Human papillomavirus type 16	98	Homo sapiens			Alphapapillomavirus 9
E1	Human papillomavirus type 16	649	Homo sapiens			Alphapapillomavirus 9
E2	Human papillomavirus type 16	365	Homo sapiens			Alphapapillomavirus 9
E4	Human papillomavirus type 16	95	Homo sapiens			Alphapapillomavirus 9
E5	Human papillomavirus type 16	83	Homo sapiens			Alphapapillomavirus 9
L2	Human papillomavirus type 16	473	Homo sapiens			Alphapapillomavirus 9
L1	Human papillomavirus type 16	505	Homo sapiens			Alphapapillomavirus 9
E6	Human papillomavirus type 16	151	Homo sapiens			Alphapapillomavirus 9
E7	Human papillomavirus type 16	98	Homo sapiens			Alphapapillomavirus 9
E1	Human papillomavirus type 16	649	Homo sapiens			Alphapapillomavirus 9
E2	Human papillomavirus type 16	365	Homo sapiens			Alphapapillomavirus 9
E4	Human papillomavirus type 16	95	Homo sapiens			Alphapapillomavirus 9
L2	Human papillomavirus type 16	473	Homo sapiens			Alphapapillomavirus 9
L1	Human papillomavirus type 16	505	Homo sapiens			Alphapapillomavirus 9
E6	Human papillomavirus type 16	151	Homo sapiens			Alphapapillomavirus 9
E7	Human papillomavirus type 16	98	Homo sapiens			Alphapapillomavirus 9
E1	Human papillomavirus type 16	649	Homo sapiens			Alphapapillomavirus 9
E2	Human papillomavirus type 16	365	Homo sapiens			Alphapapillomavirus 9
E4	Human papillomavirus type 16	95	Homo sapiens			Alphapapillomavirus 9
L2	Human papillomavirus type 16	473	Homo sapiens			Alphapapillomavirus 9
L1	Human papillomavirus type 16	505	Homo sapiens			Alphapapillomavirus 9
E6	Human papillomavirus type 16	151	Homo sapiens			Alphapapillomavirus 9
E7	Human papillomavirus type 16	98	Homo sapiens			Alphapapillomavirus 9
E1	Human papillomavirus type 16	649	Homo sapiens			Alphapapillomavirus 9
E2	Human papillomavirus type 16	365	Homo sapiens			Alphapapillomavirus 9
E4	Human papillomavirus type 16	95	Homo sapiens			Alphapapillomavirus 9
L2	Human papillomavirus type 16	473	Homo sapiens			Alphapapillomavirus 9
L1	Human papillomavirus type 16	505	Homo sapiens			Alphapapillomavirus 9
E6	Human papillomavirus type 16	151	Homo sapiens			Alphapapillomavirus 9
E7	Human papillomavirus type 16	98	Homo sapiens			Alphapapillomavirus 9
E1	Human papillomavirus type 16	649	Homo sapiens			Alphapapillomavirus 9
E2	Human papillomavirus type 16	365	Homo sapiens			Alphapapillomavirus 9
E4	Human papillomavirus type 16	95	Homo sapiens			Alphapapillomavirus 9
L2	Human papillomavirus type 16	473	Homo sapiens			Alphapapillomavirus 9
L1	Human papillomavirus type 16	505	Homo sapiens			Alphapapillomavirus 9
E6	Human papillomavirus type 16	151	Homo sapiens			Alphapapillomavirus 9
E7	Human papillomavirus type 16	98	Homo sapiens			Alphapapillomavirus 9
E1	Human papillomavirus type 16	649	Homo sapiens			Alphapapillomavirus 9
E2	Human papillomavirus type 16	365	Homo sapiens			Alphapapillomavirus 9
E4	Human papillomavirus type 16	95	Homo sapiens			Alphapapillomavirus 9
E5	Human papillomavirus type 16	83	Homo sapiens			Alphapapillomavirus 9
L2	Human papillomavirus type 16	473	Homo sapiens			Alphapapillomavirus 9
L1	Human papillomavirus type 16	505	Homo sapiens			Alphapapillomavirus 9
E6	Human papillomavirus type 16	151	Homo sapiens			Alphapapillomavirus 9
E7	Human papillomavirus type 16	98	Homo sapiens			Alphapapillomavirus 9
E1	Human papillomavirus type 16	649	Homo sapiens			Alphapapillomavirus 9
E2	Human papillomavirus type 16	365	Homo sapiens			Alphapapillomavirus 9
E4	Human papillomavirus type 16	95	Homo sapiens			Alphapapillomavirus 9
E5	Human papillomavirus type 16	83	Homo sapiens			Alphapapillomavirus 9
L2	Human papillomavirus type 16	473	Homo sapiens			Alphapapillomavirus 9
L1	Human papillomavirus type 16	505	Homo sapiens			Alphapapillomavirus 9
E6	Human papillomavirus type 16	151	Homo sapiens			Alphapapillomavirus 9
E7	Human papillomavirus type 16	98	Homo sapiens			Alphapapillomavirus 9
E1	Human papillomavirus type 16	649	Homo sapiens			Alphapapillomavirus 9
E2	Human papillomavirus type 16	365	Homo sapiens			Alphapapillomavirus 9
E4	Human papillomavirus type 16	95	Homo sapiens			Alphapapillomavirus 9
